dataset,prediction,ground_truth
mitdb_107,"['TimesNet', 'ALLM4TS', 'OFA', 'OmniAnomaly', 'CNN', 'IForest', 'PCA', 'LSTMAD', 'KMeansAD', 'USAD', 'FITS', 'TranAD', 'EIF', 'CBLOF', 'Donut', 'RobustPCA', 'HBOS', 'OCSVM', 'KNN', 'MCD', 'COPOD', 'AnomalyTransformer', 'LOF', 'AutoEncoder']","['CNN', 'OFA', 'ALLM4TS', 'LSTMAD', 'AnomalyTransformer', 'IForest', 'KMeansAD', 'RobustPCA', 'CBLOF', 'KNN', 'LOF', 'HBOS', 'AutoEncoder', 'OCSVM', 'EIF', 'USAD', 'COPOD', 'TranAD', 'FITS', 'MCD', 'OmniAnomaly', 'PCA', 'TimesNet', 'Donut']"
mitdb_108,"['IForest', 'OmniAnomaly', 'TimesNet', 'PCA', 'CNN', 'OFA', 'USAD', 'ALLM4TS', 'LSTMAD', 'FITS', 'KMeansAD', 'TranAD', 'EIF', 'OCSVM', 'RobustPCA', 'Donut', 'CBLOF', 'HBOS', 'MCD', 'KNN', 'LOF', 'COPOD', 'AutoEncoder', 'AnomalyTransformer']","['CNN', 'AnomalyTransformer', 'OFA', 'IForest', 'ALLM4TS', 'PCA', 'OmniAnomaly', 'TimesNet', 'COPOD', 'CBLOF', 'MCD', 'EIF', 'HBOS', 'AutoEncoder', 'OCSVM', 'USAD', 'RobustPCA', 'TranAD', 'LSTMAD', 'LOF', 'KNN', 'FITS', 'KMeansAD', 'Donut']"
mitdb_109,"['IForest', 'OmniAnomaly', 'USAD', 'TimesNet', 'PCA', 'ALLM4TS', 'OFA', 'CNN', 'TranAD', 'KMeansAD', 'LSTMAD', 'OCSVM', 'FITS', 'EIF', 'HBOS', 'KNN', 'CBLOF', 'RobustPCA', 'Donut', 'MCD', 'COPOD', 'LOF', 'AutoEncoder', 'AnomalyTransformer']","['CNN', 'IForest', 'ALLM4TS', 'OFA', 'KMeansAD', 'LSTMAD', 'AnomalyTransformer', 'EIF', 'MCD', 'COPOD', 'TimesNet', 'HBOS', 'AutoEncoder', 'OCSVM', 'OmniAnomaly', 'PCA', 'Donut', 'USAD', 'TranAD', 'FITS', 'RobustPCA', 'KNN', 'LOF', 'CBLOF']"
mitdb_111,"['OmniAnomaly', 'PCA', 'IForest', 'CNN', 'USAD', 'TimesNet', 'KMeansAD', 'ALLM4TS', 'OFA', 'LSTMAD', 'TranAD', 'EIF', 'FITS', 'CBLOF', 'MCD', 'HBOS', 'RobustPCA', 'Donut', 'OCSVM', 'KNN', 'COPOD', 'LOF', 'AnomalyTransformer', 'AutoEncoder']","['ALLM4TS', 'OFA', 'CNN', 'IForest', 'TimesNet', 'EIF', 'KMeansAD', 'OmniAnomaly', 'PCA', 'TranAD', 'USAD', 'LSTMAD', 'COPOD', 'Donut', 'MCD', 'FITS', 'CBLOF', 'AnomalyTransformer', 'RobustPCA', 'AutoEncoder', 'HBOS', 'OCSVM', 'KNN', 'LOF']"
mitdb_112,"['OmniAnomaly', 'IForest', 'PCA', 'ALLM4TS', 'CNN', 'USAD', 'TimesNet', 'OFA', 'KMeansAD', 'LSTMAD', 'TranAD', 'FITS', 'EIF', 'CBLOF', 'OCSVM', 'RobustPCA', 'Donut', 'HBOS', 'KNN', 'MCD', 'COPOD', 'LOF', 'AnomalyTransformer', 'AutoEncoder']","['OFA', 'KMeansAD', 'LSTMAD', 'FITS', 'CNN', 'RobustPCA', 'EIF', 'TimesNet', 'CBLOF', 'IForest', 'KNN', 'LOF', 'HBOS', 'AutoEncoder', 'COPOD', 'AnomalyTransformer', 'OCSVM', 'MCD', 'USAD', 'TranAD', 'ALLM4TS', 'Donut', 'OmniAnomaly', 'PCA']"
mitdb_113,"['OmniAnomaly', 'ALLM4TS', 'PCA', 'IForest', 'CNN', 'USAD', 'TimesNet', 'OFA', 'KMeansAD', 'TranAD', 'LSTMAD', 'FITS', 'CBLOF', 'EIF', 'OCSVM', 'HBOS', 'Donut', 'KNN', 'RobustPCA', 'COPOD', 'MCD', 'LOF', 'AnomalyTransformer', 'AutoEncoder']","['OFA', 'CNN', 'ALLM4TS', 'OmniAnomaly', 'PCA', 'KMeansAD', 'IForest', 'LSTMAD', 'USAD', 'TranAD', 'Donut', 'TimesNet', 'AnomalyTransformer', 'FITS', 'COPOD', 'MCD', 'CBLOF', 'EIF', 'OCSVM', 'AutoEncoder', 'HBOS', 'RobustPCA', 'LOF', 'KNN']"
mitdb_114,"['IForest', 'OmniAnomaly', 'PCA', 'TimesNet', 'CNN', 'OFA', 'USAD', 'ALLM4TS', 'LSTMAD', 'KMeansAD', 'FITS', 'TranAD', 'EIF', 'RobustPCA', 'OCSVM', 'Donut', 'CBLOF', 'HBOS', 'MCD', 'KNN', 'LOF', 'COPOD', 'AnomalyTransformer', 'AutoEncoder']","['OFA', 'ALLM4TS', 'CNN', 'PCA', 'OmniAnomaly', 'TimesNet', 'LSTMAD', 'Donut', 'IForest', 'USAD', 'TranAD', 'FITS', 'AnomalyTransformer', 'KNN', 'LOF', 'RobustPCA', 'OCSVM', 'HBOS', 'AutoEncoder', 'EIF', 'MCD', 'CBLOF', 'COPOD', 'KMeansAD']"
mitdb_115,"['IForest', 'OmniAnomaly', 'USAD', 'PCA', 'TimesNet', 'CNN', 'EIF', 'KMeansAD', 'LSTMAD', 'HBOS', 'TranAD', 'MCD', 'OCSVM', 'FITS', 'OFA', 'ALLM4TS', 'RobustPCA', 'CBLOF', 'KNN', 'LOF', 'Donut', 'COPOD', 'AutoEncoder', 'AnomalyTransformer']","['OFA', 'OmniAnomaly', 'PCA', 'CNN', 'ALLM4TS', 'LSTMAD', 'USAD', 'TranAD', 'Donut', 'TimesNet', 'FITS', 'IForest', 'KMeansAD', 'MCD', 'OCSVM', 'AutoEncoder', 'HBOS', 'COPOD', 'CBLOF', 'AnomalyTransformer', 'EIF', 'LOF', 'KNN', 'RobustPCA']"
mitdb_116,"['IForest', 'OmniAnomaly', 'TimesNet', 'CNN', 'OFA', 'PCA', 'ALLM4TS', 'USAD', 'LSTMAD', 'FITS', 'KMeansAD', 'EIF', 'Donut', 'TranAD', 'CBLOF', 'OCSVM', 'HBOS', 'KNN', 'RobustPCA', 'MCD', 'COPOD', 'LOF', 'AnomalyTransformer', 'AutoEncoder']","['OFA', 'ALLM4TS', 'CNN', 'TimesNet', 'OmniAnomaly', 'PCA', 'TranAD', 'LSTMAD', 'USAD', 'Donut', 'AnomalyTransformer', 'FITS', 'RobustPCA', 'CBLOF', 'LOF', 'KNN', 'IForest', 'OCSVM', 'AutoEncoder', 'HBOS', 'MCD', 'COPOD', 'EIF', 'KMeansAD']"
mitdb_117,"['TimesNet', 'IForest', 'OmniAnomaly', 'PCA', 'USAD', 'CNN', 'OFA', 'LSTMAD', 'ALLM4TS', 'KMeansAD', 'EIF', 'FITS', 'TranAD', 'OCSVM', 'RobustPCA', 'HBOS', 'MCD', 'KNN', 'Donut', 'CBLOF', 'LOF', 'AutoEncoder', 'COPOD', 'AnomalyTransformer']","['CNN', 'PCA', 'OmniAnomaly', 'USAD', 'LSTMAD', 'TranAD', 'Donut', 'ALLM4TS', 'TimesNet', 'OFA', 'FITS', 'CBLOF', 'OCSVM', 'LOF', 'HBOS', 'KNN', 'AutoEncoder', 'AnomalyTransformer', 'COPOD', 'MCD', 'EIF', 'KMeansAD', 'IForest', 'RobustPCA']"
mitdb_118,"['OmniAnomaly', 'PCA', 'IForest', 'CNN', 'USAD', 'ALLM4TS', 'TimesNet', 'OFA', 'KMeansAD', 'EIF', 'TranAD', 'LSTMAD', 'FITS', 'CBLOF', 'HBOS', 'OCSVM', 'RobustPCA', 'KNN', 'Donut', 'MCD', 'COPOD', 'LOF', 'AnomalyTransformer', 'AutoEncoder']","['CNN', 'AnomalyTransformer', 'LSTMAD', 'KMeansAD', 'COPOD', 'ALLM4TS', 'EIF', 'MCD', 'HBOS', 'AutoEncoder', 'OCSVM', 'OFA', 'CBLOF', 'USAD', 'RobustPCA', 'LOF', 'KNN', 'TranAD', 'PCA', 'OmniAnomaly', 'TimesNet', 'IForest', 'FITS', 'Donut']"
mitdb_119,"['OmniAnomaly', 'IForest', 'USAD', 'PCA', 'TranAD', 'ALLM4TS', 'CNN', 'TimesNet', 'KMeansAD', 'EIF', 'OCSVM', 'HBOS', 'OFA', 'LSTMAD', 'FITS', 'KNN', 'CBLOF', 'COPOD', 'MCD', 'RobustPCA', 'LOF', 'Donut', 'AutoEncoder', 'AnomalyTransformer']","['ALLM4TS', 'CNN', 'OFA', 'OmniAnomaly', 'PCA', 'TimesNet', 'LSTMAD', 'TranAD', 'USAD', 'Donut', 'FITS', 'IForest', 'MCD', 'OCSVM', 'AutoEncoder', 'HBOS', 'LOF', 'KNN', 'AnomalyTransformer', 'CBLOF', 'COPOD', 'EIF', 'KMeansAD', 'RobustPCA']"
mitdb_121,"['IForest', 'TimesNet', 'OmniAnomaly', 'CNN', 'PCA', 'USAD', 'OFA', 'LSTMAD', 'ALLM4TS', 'KMeansAD', 'MCD', 'FITS', 'OCSVM', 'EIF', 'TranAD', 'LOF', 'RobustPCA', 'Donut', 'AutoEncoder', 'HBOS', 'KNN', 'CBLOF', 'COPOD', 'AnomalyTransformer']","['KMeansAD', 'EIF', 'COPOD', 'IForest', 'OFA', 'MCD', 'CNN', 'HBOS', 'AutoEncoder', 'OCSVM', 'AnomalyTransformer', 'FITS', 'TimesNet', 'CBLOF', 'ALLM4TS', 'TranAD', 'RobustPCA', 'LOF', 'KNN', 'USAD', 'LSTMAD', 'OmniAnomaly', 'PCA', 'Donut']"
mitdb_122,"['OmniAnomaly', 'IForest', 'ALLM4TS', 'CNN', 'PCA', 'TimesNet', 'OFA', 'KMeansAD', 'USAD', 'LSTMAD', 'FITS', 'TranAD', 'EIF', 'OCSVM', 'RobustPCA', 'CBLOF', 'Donut', 'HBOS', 'KNN', 'COPOD', 'MCD', 'LOF', 'AnomalyTransformer', 'AutoEncoder']","['ALLM4TS', 'OmniAnomaly', 'PCA', 'OFA', 'IForest', 'TranAD', 'USAD', 'RobustPCA', 'KMeansAD', 'CNN', 'LSTMAD', 'Donut', 'EIF', 'COPOD', 'MCD', 'TimesNet', 'KNN', 'LOF', 'CBLOF', 'FITS', 'AutoEncoder', 'HBOS', 'AnomalyTransformer', 'OCSVM']"
mitdb_123,"['TimesNet', 'OmniAnomaly', 'IForest', 'CNN', 'PCA', 'OFA', 'USAD', 'LSTMAD', 'ALLM4TS', 'EIF', 'KMeansAD', 'TranAD', 'FITS', 'HBOS', 'OCSVM', 'RobustPCA', 'CBLOF', 'KNN', 'MCD', 'Donut', 'LOF', 'AutoEncoder', 'COPOD', 'AnomalyTransformer']","['ALLM4TS', 'OFA', 'CNN', 'IForest', 'KMeansAD', 'TimesNet', 'LSTMAD', 'PCA', 'OmniAnomaly', 'Donut', 'USAD', 'TranAD', 'FITS', 'RobustPCA', 'CBLOF', 'MCD', 'COPOD', 'EIF', 'OCSVM', 'AutoEncoder', 'HBOS', 'AnomalyTransformer', 'LOF', 'KNN']"
mitdb_124,"['OmniAnomaly', 'IForest', 'TimesNet', 'PCA', 'CNN', 'OFA', 'USAD', 'ALLM4TS', 'LSTMAD', 'FITS', 'TranAD', 'KMeansAD', 'EIF', 'OCSVM', 'HBOS', 'CBLOF', 'RobustPCA', 'Donut', 'KNN', 'MCD', 'COPOD', 'LOF', 'AutoEncoder', 'AnomalyTransformer']","['IForest', 'CNN', 'ALLM4TS', 'OFA', 'KMeansAD', 'TimesNet', 'LSTMAD', 'FITS', 'AnomalyTransformer', 'OmniAnomaly', 'PCA', 'RobustPCA', 'COPOD', 'EIF', 'MCD', 'AutoEncoder', 'HBOS', 'OCSVM', 'KNN', 'LOF', 'CBLOF', 'Donut', 'USAD', 'TranAD']"
mitdb_200,"['OmniAnomaly', 'PCA', 'USAD', 'IForest', 'CNN', 'TimesNet', 'KMeansAD', 'TranAD', 'EIF', 'HBOS', 'ALLM4TS', 'LSTMAD', 'OFA', 'MCD', 'FITS', 'OCSVM', 'CBLOF', 'RobustPCA', 'KNN', 'LOF', 'COPOD', 'Donut', 'AutoEncoder', 'AnomalyTransformer']","['ALLM4TS', 'CNN', 'PCA', 'OmniAnomaly', 'OFA', 'TimesNet', 'FITS', 'IForest', 'Donut', 'AnomalyTransformer', 'RobustPCA', 'LSTMAD', 'MCD', 'COPOD', 'OCSVM', 'HBOS', 'AutoEncoder', 'USAD', 'TranAD', 'EIF', 'KNN', 'LOF', 'CBLOF', 'KMeansAD']"
mitdb_201,"['USAD', 'OmniAnomaly', 'PCA', 'IForest', 'CNN', 'TimesNet', 'EIF', 'HBOS', 'KMeansAD', 'TranAD', 'ALLM4TS', 'LSTMAD', 'LOF', 'OCSVM', 'Donut', 'CBLOF', 'OFA', 'FITS', 'RobustPCA', 'MCD', 'KNN', 'COPOD', 'AutoEncoder', 'AnomalyTransformer']","['OFA', 'ALLM4TS', 'CNN', 'LSTMAD', 'RobustPCA', 'PCA', 'OmniAnomaly', 'USAD', 'TimesNet', 'TranAD', 'AnomalyTransformer', 'IForest', 'OCSVM', 'CBLOF', 'Donut', 'KNN', 'LOF', 'HBOS', 'AutoEncoder', 'FITS', 'MCD', 'EIF', 'KMeansAD', 'COPOD']"
mitdb_202,"['IForest', 'OmniAnomaly', 'USAD', 'TimesNet', 'PCA', 'CNN', 'OFA', 'OCSVM', 'TranAD', 'LSTMAD', 'EIF', 'KMeansAD', 'ALLM4TS', 'FITS', 'HBOS', 'LOF', 'KNN', 'Donut', 'RobustPCA', 'MCD', 'AutoEncoder', 'CBLOF', 'COPOD', 'AnomalyTransformer']","['OFA', 'CNN', 'ALLM4TS', 'LSTMAD', 'OmniAnomaly', 'PCA', 'KMeansAD', 'IForest', 'TimesNet', 'USAD', 'Donut', 'TranAD', 'EIF', 'MCD', 'COPOD', 'FITS', 'CBLOF', 'AutoEncoder', 'HBOS', 'OCSVM', 'LOF', 'KNN', 'AnomalyTransformer', 'RobustPCA']"
mitdb_203,"['OmniAnomaly', 'IForest', 'PCA', 'CNN', 'TimesNet', 'USAD', 'ALLM4TS', 'KMeansAD', 'OFA', 'LSTMAD', 'TranAD', 'FITS', 'EIF', 'MCD', 'CBLOF', 'RobustPCA', 'OCSVM', 'Donut', 'HBOS', 'KNN', 'LOF', 'COPOD', 'AnomalyTransformer', 'AutoEncoder']","['ALLM4TS', 'CNN', 'OFA', 'PCA', 'OmniAnomaly', 'TimesNet', 'IForest', 'USAD', 'Donut', 'LSTMAD', 'TranAD', 'AnomalyTransformer', 'FITS', 'RobustPCA', 'COPOD', 'MCD', 'KMeansAD', 'EIF', 'OCSVM', 'HBOS', 'AutoEncoder', 'KNN', 'LOF', 'CBLOF']"
mitdb_205,"['IForest', 'TimesNet', 'OmniAnomaly', 'CNN', 'OFA', 'PCA', 'USAD', 'LSTMAD', 'ALLM4TS', 'KMeansAD', 'FITS', 'EIF', 'MCD', 'TranAD', 'OCSVM', 'RobustPCA', 'KNN', 'Donut', 'LOF', 'HBOS', 'CBLOF', 'AutoEncoder', 'COPOD', 'AnomalyTransformer']","['OFA', 'CNN', 'ALLM4TS', 'OmniAnomaly', 'PCA', 'TimesNet', 'LSTMAD', 'Donut', 'USAD', 'TranAD', 'FITS', 'IForest', 'AnomalyTransformer', 'MCD', 'OCSVM', 'CBLOF', 'HBOS', 'AutoEncoder', 'COPOD', 'KNN', 'LOF', 'EIF', 'KMeansAD', 'RobustPCA']"
mitdb_207,"['IForest', 'OmniAnomaly', 'PCA', 'TimesNet', 'USAD', 'CNN', 'KMeansAD', 'LSTMAD', 'OFA', 'ALLM4TS', 'TranAD', 'EIF', 'FITS', 'MCD', 'HBOS', 'RobustPCA', 'OCSVM', 'CBLOF', 'Donut', 'KNN', 'COPOD', 'LOF', 'AnomalyTransformer', 'AutoEncoder']","['CNN', 'PCA', 'OmniAnomaly', 'IForest', 'USAD', 'TranAD', 'Donut', 'ALLM4TS', 'KMeansAD', 'MCD', 'COPOD', 'LSTMAD', 'CBLOF', 'OCSVM', 'EIF', 'HBOS', 'AutoEncoder', 'TimesNet', 'OFA', 'FITS', 'AnomalyTransformer', 'RobustPCA', 'KNN', 'LOF']"
mitdb_208,"['OmniAnomaly', 'IForest', 'PCA', 'USAD', 'TimesNet', 'CNN', 'OFA', 'ALLM4TS', 'KMeansAD', 'LSTMAD', 'EIF', 'TranAD', 'FITS', 'MCD', 'OCSVM', 'HBOS', 'RobustPCA', 'KNN', 'CBLOF', 'Donut', 'LOF', 'AutoEncoder', 'COPOD', 'AnomalyTransformer']","['ALLM4TS', 'RobustPCA', 'TimesNet', 'OmniAnomaly', 'PCA', 'OFA', 'CNN', 'TranAD', 'Donut', 'USAD', 'FITS', 'LSTMAD', 'AnomalyTransformer', 'CBLOF', 'IForest', 'LOF', 'KNN', 'OCSVM', 'HBOS', 'AutoEncoder', 'COPOD', 'MCD', 'EIF', 'KMeansAD']"
mitdb_209,"['OmniAnomaly', 'IForest', 'ALLM4TS', 'TimesNet', 'CNN', 'PCA', 'OFA', 'USAD', 'LSTMAD', 'FITS', 'KMeansAD', 'TranAD', 'EIF', 'OCSVM', 'Donut', 'CBLOF', 'RobustPCA', 'HBOS', 'KNN', 'COPOD', 'LOF', 'MCD', 'AnomalyTransformer', 'AutoEncoder']","['OFA', 'CNN', 'ALLM4TS', 'PCA', 'OmniAnomaly', 'TimesNet', 'FITS', 'LSTMAD', 'USAD', 'RobustPCA', 'TranAD', 'Donut', 'LOF', 'KNN', 'OCSVM', 'KMeansAD', 'HBOS', 'AutoEncoder', 'AnomalyTransformer', 'MCD', 'CBLOF', 'COPOD', 'EIF', 'IForest']"
mitdb_210,"['OmniAnomaly', 'IForest', 'PCA', 'USAD', 'TimesNet', 'CNN', 'ALLM4TS', 'OFA', 'TranAD', 'KMeansAD', 'LSTMAD', 'EIF', 'FITS', 'OCSVM', 'HBOS', 'KNN', 'CBLOF', 'Donut', 'RobustPCA', 'COPOD', 'LOF', 'MCD', 'AnomalyTransformer', 'AutoEncoder']","['OFA', 'CNN', 'IForest', 'ALLM4TS', 'KMeansAD', 'PCA', 'OmniAnomaly', 'TimesNet', 'LSTMAD', 'AnomalyTransformer', 'FITS', 'USAD', 'Donut', 'TranAD', 'COPOD', 'MCD', 'EIF', 'CBLOF', 'HBOS', 'AutoEncoder', 'OCSVM', 'RobustPCA', 'KNN', 'LOF']"
mitdb_212,"['OmniAnomaly', 'IForest', 'PCA', 'ALLM4TS', 'CNN', 'TimesNet', 'OFA', 'USAD', 'KMeansAD', 'LSTMAD', 'FITS', 'TranAD', 'CBLOF', 'EIF', 'Donut', 'OCSVM', 'RobustPCA', 'HBOS', 'MCD', 'KNN', 'COPOD', 'LOF', 'AnomalyTransformer', 'AutoEncoder']","['OFA', 'CNN', 'LSTMAD', 'KMeansAD', 'FITS', 'TimesNet', 'USAD', 'TranAD', 'OmniAnomaly', 'PCA', 'RobustPCA', 'Donut', 'ALLM4TS', 'MCD', 'IForest', 'EIF', 'COPOD', 'OCSVM', 'AutoEncoder', 'HBOS', 'CBLOF', 'LOF', 'KNN', 'AnomalyTransformer']"
mitdb_213,"['OmniAnomaly', 'IForest', 'PCA', 'OFA', 'TimesNet', 'USAD', 'CNN', 'ALLM4TS', 'TranAD', 'LSTMAD', 'KMeansAD', 'FITS', 'CBLOF', 'EIF', 'HBOS', 'KNN', 'OCSVM', 'RobustPCA', 'Donut', 'COPOD', 'LOF', 'MCD', 'AnomalyTransformer', 'AutoEncoder']","['OFA', 'ALLM4TS', 'PCA', 'OmniAnomaly', 'CNN', 'LSTMAD', 'TimesNet', 'Donut', 'USAD', 'AnomalyTransformer', 'TranAD', 'FITS', 'IForest', 'RobustPCA', 'CBLOF', 'KMeansAD', 'HBOS', 'AutoEncoder', 'MCD', 'COPOD', 'KNN', 'LOF', 'OCSVM', 'EIF']"
mitdb_214,"['OmniAnomaly', 'USAD', 'IForest', 'PCA', 'CNN', 'TimesNet', 'OFA', 'KMeansAD', 'ALLM4TS', 'EIF', 'LSTMAD', 'TranAD', 'FITS', 'MCD', 'CBLOF', 'HBOS', 'KNN', 'OCSVM', 'RobustPCA', 'Donut', 'COPOD', 'LOF', 'AutoEncoder', 'AnomalyTransformer']","['CNN', 'OFA', 'ALLM4TS', 'IForest', 'TimesNet', 'LSTMAD', 'PCA', 'OmniAnomaly', 'AnomalyTransformer', 'KMeansAD', 'USAD', 'TranAD', 'MCD', 'EIF', 'COPOD', 'CBLOF', 'Donut', 'AutoEncoder', 'OCSVM', 'HBOS', 'FITS', 'RobustPCA', 'KNN', 'LOF']"
mitdb_215,"['OmniAnomaly', 'ALLM4TS', 'CNN', 'IForest', 'TimesNet', 'OFA', 'PCA', 'LSTMAD', 'USAD', 'FITS', 'KMeansAD', 'TranAD', 'CBLOF', 'EIF', 'Donut', 'HBOS', 'OCSVM', 'KNN', 'RobustPCA', 'COPOD', 'MCD', 'LOF', 'AnomalyTransformer', 'AutoEncoder']","['OFA', 'CNN', 'OmniAnomaly', 'PCA', 'ALLM4TS', 'TimesNet', 'LSTMAD', 'IForest', 'Donut', 'USAD', 'TranAD', 'FITS', 'KMeansAD', 'EIF', 'RobustPCA', 'MCD', 'AnomalyTransformer', 'COPOD', 'OCSVM', 'AutoEncoder', 'HBOS', 'KNN', 'LOF', 'CBLOF']"
mitdb_217,"['ALLM4TS', 'TimesNet', 'OFA', 'CNN', 'OmniAnomaly', 'IForest', 'PCA', 'USAD', 'LSTMAD', 'KMeansAD', 'FITS', 'TranAD', 'EIF', 'Donut', 'CBLOF', 'RobustPCA', 'OCSVM', 'KNN', 'HBOS', 'MCD', 'COPOD', 'LOF', 'AnomalyTransformer', 'AutoEncoder']","['CNN', 'ALLM4TS', 'OFA', 'LSTMAD', 'AnomalyTransformer', 'IForest', 'KMeansAD', 'OCSVM', 'USAD', 'TranAD', 'KNN', 'LOF', 'TimesNet', 'HBOS', 'CBLOF', 'AutoEncoder', 'FITS', 'MCD', 'RobustPCA', 'COPOD', 'EIF', 'Donut', 'OmniAnomaly', 'PCA']"
mitdb_219,"['ALLM4TS', 'OFA', 'OmniAnomaly', 'TimesNet', 'CNN', 'IForest', 'PCA', 'LSTMAD', 'KMeansAD', 'USAD', 'FITS', 'TranAD', 'Donut', 'EIF', 'CBLOF', 'OCSVM', 'RobustPCA', 'HBOS', 'KNN', 'AnomalyTransformer', 'COPOD', 'MCD', 'LOF', 'AutoEncoder']","['AnomalyTransformer', 'IForest', 'RobustPCA', 'TranAD', 'CNN', 'USAD', 'OmniAnomaly', 'PCA', 'Donut', 'EIF', 'COPOD', 'LSTMAD', 'MCD', 'CBLOF', 'OCSVM', 'LOF', 'KNN', 'ALLM4TS', 'HBOS', 'AutoEncoder', 'TimesNet', 'KMeansAD', 'OFA', 'FITS']"
mitdb_220,"['CNN', 'TimesNet', 'IForest', 'OmniAnomaly', 'ALLM4TS', 'PCA', 'USAD', 'LSTMAD', 'OFA', 'Donut', 'EIF', 'FITS', 'HBOS', 'TranAD', 'KMeansAD', 'OCSVM', 'CBLOF', 'LOF', 'RobustPCA', 'KNN', 'COPOD', 'MCD', 'AutoEncoder', 'AnomalyTransformer']","['CNN', 'OFA', 'IForest', 'KMeansAD', 'TimesNet', 'LSTMAD', 'ALLM4TS', 'COPOD', 'MCD', 'EIF', 'FITS', 'PCA', 'OmniAnomaly', 'HBOS', 'AutoEncoder', 'OCSVM', 'Donut', 'USAD', 'KNN', 'LOF', 'TranAD', 'AnomalyTransformer', 'CBLOF', 'RobustPCA']"
mitdb_221,"['OmniAnomaly', 'USAD', 'IForest', 'PCA', 'CNN', 'TimesNet', 'ALLM4TS', 'KMeansAD', 'TranAD', 'EIF', 'OFA', 'LSTMAD', 'HBOS', 'OCSVM', 'FITS', 'CBLOF', 'RobustPCA', 'KNN', 'Donut', 'MCD', 'LOF', 'COPOD', 'AutoEncoder', 'AnomalyTransformer']","['ALLM4TS', 'OmniAnomaly', 'PCA', 'CNN', 'OFA', 'TimesNet', 'LSTMAD', 'RobustPCA', 'IForest', 'USAD', 'TranAD', 'Donut', 'FITS', 'COPOD', 'MCD', 'KMeansAD', 'OCSVM', 'HBOS', 'AutoEncoder', 'AnomalyTransformer', 'CBLOF', 'EIF', 'KNN', 'LOF']"
mitdb_222,"['OmniAnomaly', 'IForest', 'PCA', 'USAD', 'CNN', 'ALLM4TS', 'TimesNet', 'KMeansAD', 'OFA', 'TranAD', 'EIF', 'FITS', 'LSTMAD', 'HBOS', 'OCSVM', 'CBLOF', 'KNN', 'RobustPCA', 'Donut', 'COPOD', 'MCD', 'LOF', 'AutoEncoder', 'AnomalyTransformer']","['AnomalyTransformer', 'LSTMAD', 'TranAD', 'USAD', 'RobustPCA', 'LOF', 'KNN', 'OCSVM', 'HBOS', 'AutoEncoder', 'ALLM4TS', 'Donut', 'CBLOF', 'OmniAnomaly', 'PCA', 'EIF', 'COPOD', 'MCD', 'CNN', 'FITS', 'TimesNet', 'KMeansAD', 'OFA', 'IForest']"
mitdb_223,"['IForest', 'OmniAnomaly', 'USAD', 'PCA', 'TimesNet', 'CNN', 'EIF', 'HBOS', 'LSTMAD', 'KMeansAD', 'MCD', 'TranAD', 'OFA', 'FITS', 'OCSVM', 'ALLM4TS', 'CBLOF', 'KNN', 'RobustPCA', 'LOF', 'COPOD', 'AutoEncoder', 'Donut', 'AnomalyTransformer']","['CNN', 'ALLM4TS', 'IForest', 'TimesNet', 'KMeansAD', 'LSTMAD', 'AnomalyTransformer', 'OFA', 'USAD', 'RobustPCA', 'Donut', 'TranAD', 'KNN', 'LOF', 'EIF', 'CBLOF', 'AutoEncoder', 'HBOS', 'OCSVM', 'PCA', 'OmniAnomaly', 'COPOD', 'MCD', 'FITS']"
mitdb_228,"['OmniAnomaly', 'PCA', 'IForest', 'USAD', 'CNN', 'TimesNet', 'ALLM4TS', 'TranAD', 'KMeansAD', 'EIF', 'HBOS', 'OFA', 'LSTMAD', 'FITS', 'CBLOF', 'OCSVM', 'KNN', 'RobustPCA', 'MCD', 'COPOD', 'Donut', 'LOF', 'AnomalyTransformer', 'AutoEncoder']","['CNN', 'OmniAnomaly', 'PCA', 'ALLM4TS', 'OFA', 'IForest', 'TimesNet', 'AnomalyTransformer', 'TranAD', 'LSTMAD', 'USAD', 'Donut', 'FITS', 'RobustPCA', 'MCD', 'OCSVM', 'AutoEncoder', 'HBOS', 'COPOD', 'KNN', 'LOF', 'EIF', 'CBLOF', 'KMeansAD']"
mitdb_230,"['TimesNet', 'IForest', 'OFA', 'CNN', 'OmniAnomaly', 'LSTMAD', 'ALLM4TS', 'PCA', 'USAD', 'FITS', 'TranAD', 'KMeansAD', 'EIF', 'OCSVM', 'RobustPCA', 'Donut', 'HBOS', 'CBLOF', 'KNN', 'AutoEncoder', 'LOF', 'MCD', 'COPOD', 'AnomalyTransformer']","['OFA', 'CNN', 'PCA', 'OmniAnomaly', 'ALLM4TS', 'LSTMAD', 'KMeansAD', 'IForest', 'TranAD', 'USAD', 'Donut', 'TimesNet', 'FITS', 'MCD', 'COPOD', 'CBLOF', 'EIF', 'AnomalyTransformer', 'HBOS', 'AutoEncoder', 'OCSVM', 'RobustPCA', 'KNN', 'LOF']"
